response_id,session_id,learning_objective_id,learning_objective
aeglnsq,mtzcsoh,icdggsk,"Comparing numbers up to 1,000."
aegtzcy,mhwkocu,hjfghwb,"Knowing the value of each digit in numbers up to 1,000,000."
aehcyse,fqdzmik,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
aehioni,jqjfpbh,etkffze,Factorising Quadratics (coefficient equal to 1)
aehlisk,karojoy,jfvgeod,Multiplying up to 3-digits using short multiplication.
aehruyz,klrwmov,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
aehsovi,neonslo,hdlyxit,Using fractions to solve problems.
aehwsbe,llcrdvu,bwkgtme,"Looking at the 2x, 4x and 8x table. "
aehzoqn,jjyjftr,iswyqvs,Using multiplication and division facts up to 12 x 12.
aeidbpg,ibakpat,khgykop,"Ordering numbers up to 1,000,000."
aeigbpk,fexovlx,klriafb,Dividing using short division.
aeimwwo,fywnsdq,acvbcev,Comparing fractions using reasoning.
aeirkjd,kkftton,folqlut,Comparing numbers with up to 2 decimal places using money.
aeisrtk,aifhkkv,jsunwmd,Subtracting using the column method. 
aejegda,jpomiei,feiwqxq,Multiplying 2-digit numbers.
aejgwln,hnhxzjd,bllttmr,Writing percentages as fractions and decimals.
aejkhoz,ezihyyk,kffybwf,Using Circle Theorems
aejlntp,naedjzb,acvbcev,Comparing fractions using reasoning.
aejydid,lvwzznm,ahgjnev,Finding percentages of an amount.
aeklolw,jstzcfe,lcugnct,Adding three 1-digit numbers
aekuurf,cuvxsgk,iswyqvs,Using multiplication and division facts up to 12 x 12.
aekveoy,adwlmuk,mqoudkb,Finding factors.
aekwqih,htqlgrb,jfvgeod,Multiplying up to 3-digits using short multiplication.
aeldlmf,cwpxkqh,hrfpquh,Sharing and grouping. 
aelerym,myduphv,jtdvfzo,Dividing using short division with exchange.
aeljlcl,avohmfg,khgykop,"Ordering numbers up to 1,000,000."
aelzfbb,mvvzxpu,kccejva,Multiplying using short multiplication.
aempisj,dpgdiwh,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
aemtfft,hmpivkw,aqrhryr,Rounding decimals to the nearest whole number.
aemyjqa,clzvozo,kgxqvtl,"Using 2x, 5x and 10x table. "
aenazkv,brqeeey,fqilhcl,Combining and Subdividing Ratios
aenozht,khfpdzr,meqpwaq,Solving real-life problems with remainders.
aeogues,ckrrbtl,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
aeohfmn,fftoewf,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
aeopqyp,nuukecr,krfuudx,Counting in multiples.
aeouvph,heggjvd,brjmypu,Calculating with ratios and fractions
aepeivg,dzohbwl,hdcjwuj,Multiplying and dividing by 10. 
aepfvaj,eqoknie,mzfyjyr,Simplifying fractions.
aeprgyf,mkgbpcv,jtdvfzo,Dividing using short division with exchange.
aepvxcy,djjetnx,cjlaygb,Estimating the position of tenths and hundredths on a number line.
aepxgko,nnbldta,jtdvfzo,Dividing using short division with exchange.
aeqasjf,czvhibi,jhhktze,Grouping and counting in 10s. 
aeqbbgv,kupqxmv,mflvjfv,Using known facts to find factors.
aeqhmuo,lbeevaa,klriafb,Dividing using short division.
aeqkaox,dzcsdnx,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
aeqvyjs,bnuqmir,jczttsr,Writing simple fractions as decimals.
aeqyrmw,mxfhixk,mfcuuxh,"Using hundreds, tens and ones to make 3-digit numbers. "
aercrgj,alhregk,awpcdkl,Partitioning in different ways with decimals.
aerigcx,jvskboa,folqlut,Comparing numbers with up to 2 decimal places using money.
aerijtz,eyfynwa,icdggsk,"Comparing numbers up to 1,000."
aerlfem,afqgznu,cjlaygb,Estimating the position of tenths and hundredths on a number line.
aernpyc,auuvjpi,hwjxuqg,Subtracting money using the column method.
aescqsn,mwptopt,kccejva,Multiplying using short multiplication.
aesoqfr,ceksevs,bmtcjox,Converting between units of measure.
aetpgcr,eaquqik,cpgyqua,Writing tenths as decimals.
aeugyrw,ehnfmzk,lortfat,Rounding numbers to the nearest tenth.
aeuiwjn,azksrzh,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
aeusnlf,lunprsk,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
aevjzkb,fxxbzjq,dwfrhvb,Adding or subtracting tenths or hundredths.
aewdewp,bnvqxqr,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
aewfekg,jphupot,folqlut,Comparing numbers with up to 2 decimal places using money.
aewnnoh,jwfewvo,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
aewoseh,llstktu,mbpfdmx,Identifying Types of Numbers
aewtgno,nfcauih,dzbfsdd,Finding square numbers.
aewufko,fcieasu,nbnqdnl,Multiplying and dividing decimals using known facts.
aexmytu,axvzcgj,lortfat,Rounding numbers to the nearest tenth.
aexzcac,bsutnmw,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
aexzwrc,bdcptjb,bgeynjl,Adding and subtracting fractions within 1.
aeyfjxd,ngbwkqd,hrpfpoj,Using fact families to multiply and divide.
aeykwjx,ngjgzii,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
aeypdez,gafqqek,ahgjnev,Finding percentages of an amount.
aeytwcz,hdynqlp,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
aeyvupo,kzgttri,mntjdry,Finding equivalent fractions using a number line.
aezvlvo,eopcgjk,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
afambyy,ijcciby,mqoudkb,Finding factors.
afanlyn,ctkzyee,ifzfvwf,Using coins to make a total amount. 
afaqdbc,evokumv,kbxayvd,Finding common factors of two numbers.
afasihx,chgvmvw,jloipph,Dividing using partitioning.
afawhhm,aggqsqm,ipbeakp,Finding multiples.
afazxub,fxjerfr,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
afbedwc,bocslcq,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
afbfyvw,eiuovba,bwkgtme,"Looking at the 2x, 4x and 8x table. "
afbirsk,fpwuxhv,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
afbnuzh,mvvmadx,mndvwdh,Understanding fractions greater than 1.
afbzmtx,ljhvtmr,luxensj,Comparing numbers with up to 2 decimal places.
afczdnn,lwdomqx,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
afczwkg,ctnxozf,fqxlbgh,Using pictures to solve problems. 
afdfrca,hzxtllb,mntjdry,Finding equivalent fractions using a number line.
afdmwoc,lqmjrhf,jfvgeod,Multiplying up to 3-digits using short multiplication.
afdncfq,bfgvnwr,mlkxdrb,Solving area and perimeter problems.
afdnxzh,agjqbwj,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
afdzmjj,eqbzkyd,bvaxfzg,Adding and subtracting fractions with different denominators.
afehbyh,jjrcswz,ahgjnev,Finding percentages of an amount.
afenfnf,dvrmqgg,cjlaygb,Estimating the position of tenths and hundredths on a number line.
afeswug,dxlwhtw,nvoahmy,Solving multi-step addition and subtraction problems.
afezurd,fvpkiif,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
afffmjx,fdyqese,jczttsr,Writing simple fractions as decimals.
affjstw,fofqjml,jczttsr,Writing simple fractions as decimals.
affzutm,bdxambm,ittdkew,Finding equivalent fractions.
afgjctc,gcpdgrw,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
afgnrfs,ekwcwbl,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
afgqbko,cvkeckw,couwqal,"Ordering numbers up to 10,000."
afgyouh,iumlvvg,khgykop,"Ordering numbers up to 1,000,000."
afhnqia,hwkynrk,jloipph,Dividing using partitioning.
afhoxbk,iryqyry,cayqlmh,Comparing and ordering fractions.
afhqsfn,jxjujvr,eutvmtf,Solving problems using the order of operations.
afiapzx,gwrryku,jczttsr,Writing simple fractions as decimals.
afiblow,lorntcu,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
afiepek,adqnfko,krfuudx,Counting in multiples.
afigltw,ddrlfta,nvoahmy,Solving multi-step addition and subtraction problems.
afinhsj,mgsibxd,jfvgeod,Multiplying up to 3-digits using short multiplication.
afinoob,bhhegub,ighwkhu,Multiplying and dividing by 10 and 100.
afixxdn,njsfwvp,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
afjeudo,ngtysfl,klriafb,Dividing using short division.
afjkkdo,jgcebqo,mlfcler,Adding and subtracting decimals using known facts.
afkiclo,mxplkgc,nixdzua,Adding and subtracting fractions with the same denominator.
afkjspu,decjfym,kbxayvd,Finding common factors of two numbers.
aflabbk,gcjemol,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
aflgsuk,iofegxk,eecbecn,Identifying right angles in shapes. 
aflqxqc,etdvzmb,bmtcjox,Converting between units of measure.
afmcjon,bntmmik,acvbcev,Comparing fractions using reasoning.
afmjvnb,ldbggnr,bgeynjl,Adding and subtracting fractions within 1.
afmpffu,lhhphjw,emnvuqq,Writing money using £ and p.
afmppdh,ezfxxbo,awpcdkl,Partitioning in different ways with decimals.
afmrzpq,ktsiiii,htmuncx,"Ordering numbers up to 1,000. "
afmtxch,jymxpsx,heqwrmw,Using doubling and halving to find multiplication facts.
afmxlsj,nvyhdnt,folqlut,Comparing numbers with up to 2 decimal places using money.
afncinz,kerhecz,fqxlbgh,Using pictures to solve problems. 
afneqkk,ihlxzoa,iiuonst,Finding number pairs that total 100. 
afnwrqd,bqbepjo,bvvutvs,Making 2-digit numbers in a place value chart. 
afodkrb,bjlpvco,lmyuljh,Solving Linear Simultaneous Equations
afofdyc,bvnjamu,bgeynjl,Adding and subtracting fractions within 1.
afoiybw,ddkrqif,mlfcler,Adding and subtracting decimals using known facts.
afomugg,ajeahux,jczttsr,Writing simple fractions as decimals.
afongcj,hkdwkbn,couwqal,"Ordering numbers up to 10,000."
afosnty,goxtryy,hdlyxit,Using fractions to solve problems.
afpjgqk,mmyxuhe,dwfrhvb,Adding or subtracting tenths or hundredths.
afpkkao,kllliqg,nlbulpj,Calculating with Compound Measures
afptjls,fzbnfyw,bwkgtme,"Looking at the 2x, 4x and 8x table. "
afpueql,koytqyl,bvaxfzg,Adding and subtracting fractions with different denominators.
afqbiih,npapvbh,iaxxfeb,Using mental strategies to multiply.
afqmagy,gdcercw,ittdkew,Finding equivalent fractions.
afrfjsj,ezyemvf,aqrhryr,Rounding decimals to the nearest whole number.
afrqqhz,ckivmre,bqyeapa,Using Pythagoras' Theorem
afscneo,fxipktr,khgykop,"Ordering numbers up to 1,000,000."
afsdxbz,cngondp,jtdvfzo,Dividing using short division with exchange.
afsggvt,mpuuwfj,dwfrhvb,Adding or subtracting tenths or hundredths.
afsgvgh,fmfmoks,jloipph,Dividing using partitioning.
afsgwro,lyauchd,klriafb,Dividing using short division.
afslspw,ipaevtw,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
afsrmwg,mhzkotz,ixlglnr,"Rounding numbers to the nearest 100 and 1,000."
afstcjq,bbqlfrt,bmtcjox,Converting between units of measure.
afthvua,lolgqjt,kccejva,Multiplying using short multiplication.
aftjmmv,nvmeuwh,krfuudx,Counting in multiples.
aftvdqw,kyjjahb,cjlaygb,Estimating the position of tenths and hundredths on a number line.
afugopp,jtmcjga,begwnzt,Solving problems involving fractions.
afuiada,mndsqvm,iswyqvs,Using multiplication and division facts up to 12 x 12.
afurtoy,mrvjejt,bllttmr,Writing percentages as fractions and decimals.
afusygo,ggqwcrb,kstypag,Working with Probabilities in Tables
afuzjco,iewqlna,jczttsr,Writing simple fractions as decimals.
afvqdhf,leheplf,jczttsr,Writing simple fractions as decimals.
afvsylg,mfkdqcm,bvaxfzg,Adding and subtracting fractions with different denominators.
afwfsnj,gycobdy,meqpwaq,Solving real-life problems with remainders.
afwmqzz,ntatcuf,ittdkew,Finding equivalent fractions.
afwqnzu,kslcwwr,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
afwycqr,imsehms,iaxxfeb,Using mental strategies to multiply.
afxdqph,gofvdvl,kbxayvd,Finding common factors of two numbers.
afxnkqj,lkwytnf,hrpfpoj,Using fact families to multiply and divide.
afxojlo,bzaljth,awpcdkl,Partitioning in different ways with decimals.
afxpxjo,cqeyytf,emnvuqq,Writing money using £ and p.
afybafe,bkotpql,gosyndz,Using multiplication to convert units of measure.
afyfnsd,facdqvd,dqibnvd,Knowing the value of each digit in numbers with up to 2 decimal places.
afykynq,hrcqfsh,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
afylzjc,mrnbnbv,mntjdry,Finding equivalent fractions using a number line.
afyqgsy,jjzoeqh,knhfxth,Multiplying using long multiplication.
afzkpyd,fqnxjoy,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
afzrtpp,blwxdsf,bwkgtme,"Looking at the 2x, 4x and 8x table. "
afzrvdu,cmpnfqx,mpponvh,Subtracting within 20.
afzsfrz,jgrtfhs,awpcdkl,Partitioning in different ways with decimals.
afzuhor,aojyeoz,ngojtjt,Adding two 2-digit numbers mentally. 
afzulas,eztildb,nulmadz,"Rounding numbers to the nearest 10,000 and 100,000."
afzxyin,idvmplp,mlfcler,Adding and subtracting decimals using known facts.
agaiutd,enxuqew,dzbfsdd,Finding square numbers.
agajlye,cqiynzt,icdggsk,"Comparing numbers up to 1,000."
agavfni,mxwftgr,meqpwaq,Solving real-life problems with remainders.
agbjsju,brfsuwf,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
agbklwn,imnyomo,bwkgtme,"Looking at the 2x, 4x and 8x table. "
agbnuhn,bfaxehh,eiqjtpi,Looking at patterns using a multiplication square. 
agcjihf,bjtgnms,kbxayvd,Finding common factors of two numbers.
agclbti,idaskjg,nbnqdnl,Multiplying and dividing decimals using known facts.
agcrnsf,goftafi,ittdkew,Finding equivalent fractions.
agdggpj,krkdkdd,ecwvorq,Choosing a mental or written method.
agdvvmo,dmqstns,folqlut,Comparing numbers with up to 2 decimal places using money.
agekwbe,fohhbow,hdlyxit,Using fractions to solve problems.
agemqvz,hjraomu,khgykop,"Ordering numbers up to 1,000,000."
agenyhx,bpxeksw,kstypag,Working with Probabilities in Tables
agepqzw,nldyegk,iswyqvs,Using multiplication and division facts up to 12 x 12.
agewmec,kuzztpj,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
agexjee,hlmlnhf,igxgpby,Calculating the perimeter and unknown sides.
agfcvuc,gbwlwmb,fqxlbgh,Using pictures to solve problems. 
agfrway,nofbaxg,arnmkvs,Calculating with Fractions in Context
agfujhp,euoogct,ittdkew,Finding equivalent fractions.
aggjqiz,azkjwat,meqpwaq,Solving real-life problems with remainders.
aggxcvf,hoyptbr,esfbggf,Expanding and Factorising Single Brackets
agholml,evnzagw,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
agiaujc,kwsejva,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
agigzei,hdqwwzf,folqlut,Comparing numbers with up to 2 decimal places using money.
agiwlqq,cbqqzuf,gosyndz,Using multiplication to convert units of measure.
agjcxiz,cnueqvk,ighwkhu,Multiplying and dividing by 10 and 100.
agjrvbu,cfgnliu,folqlut,Comparing numbers with up to 2 decimal places using money.
agkkird,mfywvzm,heaiphk,"Knowing the value of each digit in numbers up to 10,000,000."
agknjmo,byiyvvu,bvaxfzg,Adding and subtracting fractions with different denominators.
agkqlqj,ngdqiyx,mywwxjv,Knowing 2/4 is equal to 1/2. 
agmenwz,cctvvfs,fvlruzc,"Showing and partitioning numbers up to 10,000. "
agmltnk,fncttqf,nvhtbfr,Multiplying 2-digit numbers using long multiplication. 
agmmuhc,bturppt,kccejva,Multiplying using short multiplication.
agmvogn,kyrzzhl,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
agmzvay,mbigdxq,begwnzt,Solving problems involving fractions.
agnslze,ikeejdy,folqlut,Comparing numbers with up to 2 decimal places using money.
agnueth,nltcboq,hrpfpoj,Using fact families to multiply and divide.
agnvigs,lkpqegu,cjlaygb,Estimating the position of tenths and hundredths on a number line.
agoabst,krzybps,ixlglnr,"Rounding numbers to the nearest 100 and 1,000."
agoartx,misstwo,heqwrmw,Using doubling and halving to find multiplication facts.
agopvlu,gwvlztp,jhhktze,Grouping and counting in 10s. 
agpbizl,cwdoebe,ittdkew,Finding equivalent fractions.
agpemoe,cqaaydz,mntjdry,Finding equivalent fractions using a number line.
agppnto,nuqtvmz,fjbqcsv,Comparing and ordering fractions by finding a common denominator.
agprdej,gublhjr,nixdzua,Adding and subtracting fractions with the same denominator.
agpxtgk,nuzptam,bllttmr,Writing percentages as fractions and decimals.
agpytpo,npfhqxn,jczttsr,Writing simple fractions as decimals.
agqduma,gkbnhif,bmtcjox,Converting between units of measure.
agqtecs,lzioesx,hrpfpoj,Using fact families to multiply and divide.
agsecif,esolcyd,folqlut,Comparing numbers with up to 2 decimal places using money.
agsjmht,dqomjiq,dwfrhvb,Adding or subtracting tenths or hundredths.
agsjxpg,kqucekv,iswyqvs,Using multiplication and division facts up to 12 x 12.
agsuomx,eqdhjgp,khgykop,"Ordering numbers up to 1,000,000."
agtdayh,iaqtysz,mlkxdrb,Solving area and perimeter problems.
agtegao,khonoww,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
agtfevg,nkjztne,khgykop,"Ordering numbers up to 1,000,000."
agtzylc,dibdvme,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
aguhjyc,joenxpv,acvbcev,Comparing fractions using reasoning.
aguhrqt,gbipscs,aqrhryr,Rounding decimals to the nearest whole number.
agujlti,arzyfgs,ighwkhu,Multiplying and dividing by 10 and 100.
aguldib,hooaofk,awpcdkl,Partitioning in different ways with decimals.
aguldyl,evdfzxm,klriafb,Dividing using short division.
agumyfw,bdxcnno,mfcuuxh,"Using hundreds, tens and ones to make 3-digit numbers. "
aguqfwa,nmyjpmm,meqpwaq,Solving real-life problems with remainders.
aguvqtb,ehqthuy,klriafb,Dividing using short division.
aguwooz,bbzoezr,ifzfvwf,Using coins to make a total amount. 
agvajul,ifbbwyf,acvbcev,Comparing fractions using reasoning.
agvfwbu,mhwxhnq,kccejva,Multiplying using short multiplication.
agvfymr,aiilmbv,ahgjnev,Finding percentages of an amount.
agvxvsb,bpbnlxd,dwfrhvb,Adding or subtracting tenths or hundredths.
agwbfmq,liockiu,cayqlmh,Comparing and ordering fractions.
agwkeda,iirbymd,khgykop,"Ordering numbers up to 1,000,000."
agwomxv,ifwnbwl,mlfcler,Adding and subtracting decimals using known facts.
agwvibw,fseqjlw,gsowtvc,Solving real-life problems with bar models.
agwwcbl,becpkfp,mflvjfv,Using known facts to find factors.
agxdzcn,dgsdnsf,invpjcq,"Comparing acute, obtuse and reflex angles."
agxjtct,fgjarcd,besehbx,"Partitioning numbers up to 1,000,000"
agxvmtb,hnxuhxx,famwnbp,Dividing numbers by 100.
agyeixw,ghgdobf,folqlut,Comparing numbers with up to 2 decimal places using money.
agygxbe,gnjldwi,krfuudx,Counting in multiples.
agysrni,jncbgty,khgykop,"Ordering numbers up to 1,000,000."
agytqfg,gejiwkz,ighwkhu,Multiplying and dividing by 10 and 100.
agyuayt,akdugnj,krvihpe,Multiplying and dividing whole numbers and decimals by 10 and 100.
